problem_id,condition,group,correct,parsed_answer,truth,bin,op_type,response,clean_response,n_clean_tokens,n_gen_tokens,n_full_tokens,answer_token_idx,filename,has_trajectory,issues,contaminated
83,cot,G3,False,9,-9,Small,D," 9 times (8 minus 9) is 9 times 1, which is 9. ANSWER: 9

Question:"," 9 times (8 minus 9) is 9 times 1, which is 9. ANSWER: 9",27,29,29,26,083_cot.npy,True,,False
84,direct,G1,False,10,8,Small,A," 10

",10,4,4,4,3,084_direct.npy,True,,False
84,cot,G4,True,8,8,Small,A," 2 times 3 is 6. Then add 2 to get 8. ANSWER: 8

Question:", 2 times 3 is 6. Then add 2 to get 8. ANSWER: 8,24,26,26,23,084_cot.npy,True,,False
85,direct,G2,True,29,29,Small,B," 29

",29,4,4,4,3,085_direct.npy,True,,False
85,cot,G4,True,29,29,Small,B," 4 times 8 is 32. Subtract 3 from 32 is 29. ANSWER: 29

Question:", 4 times 8 is 32. Subtract 3 from 32 is 29. ANSWER: 29,29,31,31,28,085_cot.npy,True,,False
86,direct,G2,True,24,24,Small,C," 24

",24,4,4,4,3,086_direct.npy,True,,False
86,cot,G3,False,12,24,Small,C," 2 times (6 plus 6) is 12. ANSWER: 12

Question:", 2 times (6 plus 6) is 12. ANSWER: 12,21,23,23,20,086_cot.npy,True,,False
87,direct,G1,False,10,6,Small,D," 10

",10,4,4,4,3,087_direct.npy,True,,False
87,cot,G4,True,6,6,Small,D," 2 times (7 minus 4) is 2 times 3, which is 6. ANSWER: 6

Question:"," 2 times (7 minus 4) is 2 times 3, which is 6. ANSWER: 6",27,29,29,26,087_cot.npy,True,,False
88,direct,G1,False,24,21,Small,A," 24

",24,4,4,4,3,088_direct.npy,True,,False
88,cot,G4,True,21,21,Small,A," 5 times 3 is 15. Then add 6 to get 21. ANSWER: 21

Question:", 5 times 3 is 15. Then add 6 to get 21. ANSWER: 21,27,29,29,26,088_cot.npy,True,,False
89,direct,G2,True,28,28,Small,B," 28

",28,4,4,4,3,089_direct.npy,True,,False
89,cot,G4,True,28,28,Small,B," 8 times 4 is 32. Subtract 4 from 32 is 28. ANSWER: 28

Question:", 8 times 4 is 32. Subtract 4 from 32 is 28. ANSWER: 28,29,31,31,28,089_cot.npy,True,,False
90,direct,G1,False,40,44,Small,C," 40

",40,4,4,4,3,090_direct.npy,True,,False
90,cot,G4,True,44,44,Small,C," 4 times (4 plus 7) is 4 times 11, which is 44. ANSWER: 44

Question:"," 4 times (4 plus 7) is 4 times 11, which is 44. ANSWER: 44",30,32,32,29,090_cot.npy,True,,False
91,direct,G2,True,-4,-4,Small,D," -4

",-4,3,3,3,2,091_direct.npy,True,,False
91,cot,G3,False,4,-4,Small,D," 2 times (4 minus 6) is 2 times 2. ANSWER: 4

Question:", 2 times (4 minus 6) is 2 times 2. ANSWER: 4,22,24,24,21,091_cot.npy,True,,False
92,direct,G1,False,55,45,Small,A," 55

",55,4,4,4,3,092_direct.npy,True,,False
92,cot,G4,True,45,45,Small,A," 8 times 5 is 40. Then add 5 to get 45. ANSWER: 45

Question:", 8 times 5 is 40. Then add 5 to get 45. ANSWER: 45,27,29,29,26,092_cot.npy,True,,False
93,direct,G2,True,5,5,Small,B," 5

",5,3,3,3,2,093_direct.npy,True,,False
93,cot,G4,True,5,5,Small,B," 4 multiplied by 3 is 12. Then subtract 7 from 12. ANSWER: 5

Question:", 4 multiplied by 3 is 12. Then subtract 7 from 12. ANSWER: 5,26,28,28,25,093_cot.npy,True,,False
94,direct,G1,False,32,26,Small,C," 32

",32,4,4,4,3,094_direct.npy,True,,False
94,cot,G3,False,22,26,Small,C," 2 times (9 plus 4) is 22. ANSWER: 22

Question:", 2 times (9 plus 4) is 22. ANSWER: 22,21,23,23,20,094_cot.npy,True,,False
95,direct,G2,True,15,15,Small,D," 15

",15,4,4,4,3,095_direct.npy,True,,False
95,cot,G4,True,15,15,Small,D," 5 times (9 minus 6) is 15. ANSWER: 15

Question:", 5 times (9 minus 6) is 15. ANSWER: 15,21,23,23,20,095_cot.npy,True,,False
96,direct,G2,True,34,34,Small,A," 34

",34,4,4,4,3,096_direct.npy,True,,False
96,cot,G4,True,34,34,Small,A," 6 multiplied by 5 is 30. Then add 4. ANSWER: 34

Question:", 6 multiplied by 5 is 30. Then add 4. ANSWER: 34,23,25,25,22,096_cot.npy,True,,False
97,direct,G2,True,3,3,Small,B," 3

",3,3,3,3,2,097_direct.npy,True,,False
97,cot,G4,True,3,3,Small,B," 2 times 5 is 10. Then subtract 7 from 10. ANSWER: 3

Question:", 2 times 5 is 10. Then subtract 7 from 10. ANSWER: 3,25,27,27,24,097_cot.npy,True,,False
98,direct,G1,False,60,56,Small,C," 60

",60,4,4,4,3,098_direct.npy,True,,False
98,cot,G4,True,56,56,Small,C," 7 times (6 plus 2) is 7 times 8, which is 56. ANSWER: 56

Question:"," 7 times (6 plus 2) is 7 times 8, which is 56. ANSWER: 56",29,31,31,28,098_cot.npy,True,,False
99,direct,G1,False,0,-12,Small,D," 0

",0,3,3,3,2,099_direct.npy,True,,False
99,cot,G3,False,48,-12,Small,D," 6 multiplied by (7 minus 9) is 6 multiplied by 8, which is 48. ANSWER: 48

Question:"," 6 multiplied by (7 minus 9) is 6 multiplied by 8, which is 48. ANSWER: 48",31,33,33,30,099_cot.npy,True,,False
100,direct,G2,True,57,57,Small,A," 57

",57,4,4,4,3,100_direct.npy,True,,False
100,cot,G4,True,57,57,Small,A," 8 times 7 is 56. Then add 1 to get 57. ANSWER: 57

Question:", 8 times 7 is 56. Then add 1 to get 57. ANSWER: 57,27,29,29,26,100_cot.npy,True,,False
101,direct,G2,True,15,15,Small,B," 15

",15,4,4,4,3,101_direct.npy,True,,False
101,cot,G4,True,15,15,Small,B," 3 times 6 is 18. Then subtract 3 from 18. ANSWER: 15

Question:", 3 times 6 is 18. Then subtract 3 from 18. ANSWER: 15,26,28,28,25,101_cot.npy,True,,False
102,direct,G1,False,16,24,Small,C," 16

",16,4,4,4,3,102_direct.npy,True,,False
102,cot,G4,True,24,24,Small,C," 6 multiplied by (2 plus 2) is 6 multiplied by 4, which is 24. ANSWER: 24

Question:"," 6 multiplied by (2 plus 2) is 6 multiplied by 4, which is 24. ANSWER: 24",31,33,33,30,102_cot.npy,True,,False
103,direct,G1,False,-24,-32,Small,D," -24

",-24,4,4,4,3,103_direct.npy,True,,False
103,cot,G4,True,-32,-32,Small,D," 8 multiplied by (3 minus 7) is 8 multiplied by -4. ANSWER: -32

Question:", 8 multiplied by (3 minus 7) is 8 multiplied by -4. ANSWER: -32,25,27,27,24,103_cot.npy,True,,False
104,direct,G1,False,37,31,Small,A," 37

",37,4,4,4,3,104_direct.npy,True,,False
104,cot,G4,True,31,31,Small,A," 5 times 6 is 30. Then add 1 to get 31. ANSWER: 31

Question:", 5 times 6 is 30. Then add 1 to get 31. ANSWER: 31,27,29,29,26,104_cot.npy,True,,False
105,direct,G1,False,1,7,Small,B," 1

",1,3,3,3,2,105_direct.npy,True,,False
105,cot,G4,True,7,7,Small,B," 8 times 2 is 16. Subtract 9 from 16 is 7. ANSWER: 7

Question:", 8 times 2 is 16. Subtract 9 from 16 is 7. ANSWER: 7,27,29,29,26,105_cot.npy,True,,False
106,direct,G2,True,70,70,Small,C," 70

",70,4,4,4,3,106_direct.npy,True,,False
106,cot,G4,True,70,70,Small,C," 5 times (7 plus 7) is 5 times 14, which is 70. ANSWER: 70

Question:"," 5 times (7 plus 7) is 5 times 14, which is 70. ANSWER: 70",30,32,32,29,106_cot.npy,True,,False
107,direct,G1,False,18,-9,Small,D," 18

",18,4,4,4,3,107_direct.npy,True,,False
107,cot,G3,False,21,-9,Small,D," 3 times (6 minus 9) is 3 times 7, which is 21. ANSWER: 21

Question:"," 3 times (6 minus 9) is 3 times 7, which is 21. ANSWER: 21",29,31,31,28,107_cot.npy,True,,False
108,direct,G1,False,60,54,Small,A," 60

",60,4,4,4,3,108_direct.npy,True,,False
108,cot,G4,True,54,54,Small,A," 6 multiplied by 8 is 48. Then add 6 to get 54. ANSWER: 54

Question:", 6 multiplied by 8 is 48. Then add 6 to get 54. ANSWER: 54,28,30,30,27,108_cot.npy,True,,False
109,direct,G1,False,27,39,Small,B," 27

",27,4,4,4,3,109_direct.npy,True,,False
109,cot,G4,True,39,39,Small,B," 8 times 6 is 48. Subtract 9 from 48 is 39. ANSWER: 39

Question:", 8 times 6 is 48. Subtract 9 from 48 is 39. ANSWER: 39,29,31,31,28,109_cot.npy,True,,False
110,direct,G1,False,56,48,Small,C," 56

",56,4,4,4,3,110_direct.npy,True,,False
110,cot,G4,True,48,48,Small,C," 4 multiplied by (5 plus 7) is 4 multiplied by 12, which is 48. ANSWER: 48

Question:"," 4 multiplied by (5 plus 7) is 4 multiplied by 12, which is 48. ANSWER: 48",32,34,34,31,110_cot.npy,True,,False
111,direct,G1,False,-12,-8,Small,D," -12

",-12,4,4,4,3,111_direct.npy,True,,False
111,cot,G4,True,-8,-8,Small,D," 8 multiplied by (4 minus 5) is 8 multiplied by -1. ANSWER: -8

Question:", 8 multiplied by (4 minus 5) is 8 multiplied by -1. ANSWER: -8,24,26,26,23,111_cot.npy,True,,False
112,direct,G1,False,23,21,Small,A," 23

",23,4,4,4,3,112_direct.npy,True,,False
112,cot,G4,True,21,21,Small,A," 8 multiplied by 2 is 16. Then add 5 to get 21. ANSWER: 21

Question:", 8 multiplied by 2 is 16. Then add 5 to get 21. ANSWER: 21,28,30,30,27,112_cot.npy,True,,False
113,direct,G1,False,17,23,Small,B," 17

",17,4,4,4,3,113_direct.npy,True,,False
113,cot,G4,True,23,23,Small,B," 6 multiplied by 5 is 30. Then subtract 7 from 30 is 23. ANSWER: 23

Question:", 6 multiplied by 5 is 30. Then subtract 7 from 30 is 23. ANSWER: 23,31,33,33,30,113_cot.npy,True,,False
114,direct,G1,False,131,119,Small,C," 131

",131,5,5,5,4,114_direct.npy,True,,False
114,cot,G4,True,119,119,Small,C," 7 times (9 plus 8) is 7 times 17, which is 119. ANSWER: 119

Question:"," 7 times (9 plus 8) is 7 times 17, which is 119. ANSWER: 119",32,34,34,31,114_cot.npy,True,,False
115,direct,G1,False,0,-36,Small,D," 0

",0,3,3,3,2,115_direct.npy,True,,False
115,cot,G3,False,54,-36,Small,D," 9 times (5 minus 9) is 9 times 6, which is 54. ANSWER: 54

Question:"," 9 times (5 minus 9) is 9 times 6, which is 54. ANSWER: 54",29,31,31,28,115_cot.npy,True,,False
116,direct,G1,False,40,38,Small,A," 40

",40,4,4,4,3,116_direct.npy,True,,False
116,cot,G4,True,38,38,Small,A," 9 times 4 is 36. Then add 2. ANSWER: 38

Question:", 9 times 4 is 36. Then add 2. ANSWER: 38,22,24,24,21,116_cot.npy,True,,False
117,direct,G1,False,42,40,Small,B," 42

",42,4,4,4,3,117_direct.npy,True,,False
117,cot,G4,True,40,40,Small,B," 6 multiplied by 7 is 42. Then subtract 2 from 42 is 40. ANSWER: 40

Question:", 6 multiplied by 7 is 42. Then subtract 2 from 42 is 40. ANSWER: 40,31,33,33,30,117_cot.npy,True,,False
118,direct,G1,False,54,50,Small,C," 54

",54,4,4,4,3,118_direct.npy,True,,False
118,cot,G4,True,50,50,Small,C," 5 times (6 plus 4) is 5 times 10, which is 50. ANSWER: 50

Question:"," 5 times (6 plus 4) is 5 times 10, which is 50. ANSWER: 50",30,32,32,29,118_cot.npy,True,,False
119,direct,G1,False,19,15,Small,D," 19

",19,4,4,4,3,119_direct.npy,True,,False
119,cot,G4,True,15,15,Small,D," 5 times (4 minus 1) is 15. ANSWER: 15

Question:", 5 times (4 minus 1) is 15. ANSWER: 15,21,23,23,20,119_cot.npy,True,,False
120,direct,G2,True,18,18,Small,A," 18

",18,4,4,4,3,120_direct.npy,True,,False
120,cot,G3,False,10,18,Small,A," 2 times 5 is 10. Then add 8. ANSWER: 10 + 8 = 18

Question:", 2 times 5 is 10. Then add 8. ANSWER: 10,21,31,31,20,120_cot.npy,True,,False
121,direct,G1,False,14,20,Small,B," 14

",14,4,4,4,3,121_direct.npy,True,,False
121,cot,G4,True,20,20,Small,B," 3 times 9 is 27. Subtracting 7 from 27 gives 20. ANSWER: 20

Question:", 3 times 9 is 27. Subtracting 7 from 27 gives 20. ANSWER: 20,30,32,32,29,121_cot.npy,True,,False
122,direct,G1,False,160,80,Small,C," 160

",160,5,5,5,4,122_direct.npy,True,,False
122,cot,G4,True,80,80,Small,C," 5 times (8 plus 8) is 5 times 16, which is 80. ANSWER: 80

Question:"," 5 times (8 plus 8) is 5 times 16, which is 80. ANSWER: 80",30,32,32,29,122_cot.npy,True,,False
123,direct,G2,True,16,16,Small,D," 16

",16,4,4,4,3,123_direct.npy,True,,False
123,cot,G3,False,24,16,Small,D," 8 multiplied by (5 minus 3) is 24. ANSWER: 24

Question:", 8 multiplied by (5 minus 3) is 24. ANSWER: 24,22,24,24,21,123_cot.npy,True,,False
124,direct,G2,True,13,13,Small,A," 13

",13,4,4,4,3,124_direct.npy,True,,False
124,cot,G4,True,13,13,Small,A," 2 times 3 is 6. Then add 7 to get 13. ANSWER: 13

Question:", 2 times 3 is 6. Then add 7 to get 13. ANSWER: 13,26,28,28,25,124_cot.npy,True,,False
125,direct,G2,True,11,11,Small,B," 11

",11,4,4,4,3,125_direct.npy,True,,False
125,cot,G4,True,11,11,Small,B," 5 times 4 is 20. Subtract 9 from 20 is 11. ANSWER: 11

Question:", 5 times 4 is 20. Subtract 9 from 20 is 11. ANSWER: 11,29,31,31,28,125_cot.npy,True,,False
126,direct,G1,False,27,99,Small,C," 27

",27,4,4,4,3,126_direct.npy,True,,False
126,cot,G4,True,99,99,Small,C," 9 times (2 plus 9) is 9 times 11, which is 99. ANSWER: 99

Question:"," 9 times (2 plus 9) is 9 times 11, which is 99. ANSWER: 99",30,32,32,29,126_cot.npy,True,,False
127,direct,G1,False,1,-25,Small,D," 1

",1,3,3,3,2,127_direct.npy,True,,False
127,cot,G3,False,5,-25,Small,D," 5 times (3 minus 8) is 5 times 3 minus 5 times 8. ANSWER: 5 times 3 minus 5 times 8 = 15 minus 40 = -25

Question:", 5 times (3 minus 8) is 5 times 3 minus 5 times 8. ANSWER: 5,27,51,51,26,127_cot.npy,True,,False
128,direct,G2,True,45,45,Small,A," 45

",45,4,4,4,3,128_direct.npy,True,,False
128,cot,G4,True,45,45,Small,A," 4 times 9 is 36. Then add 9 to get 45. ANSWER: 45

Question:", 4 times 9 is 36. Then add 9 to get 45. ANSWER: 45,27,29,29,26,128_cot.npy,True,,False
129,direct,G1,False,63,54,Small,B," 63

",63,4,4,4,3,129_direct.npy,True,,False
129,cot,G4,True,54,54,Small,B," 7 times 9 is 63. Subtracting 9 from 63 gives 54. ANSWER: 54

Question:", 7 times 9 is 63. Subtracting 9 from 63 gives 54. ANSWER: 54,30,32,32,29,129_cot.npy,True,,False
130,direct,G1,False,105,96,Small,C," 105

",105,5,5,5,4,130_direct.npy,True,,False
130,cot,G3,False,81,96,Small,C," 8 multiplied by 9 plus 3 is 81. ANSWER: 81

Question:", 8 multiplied by 9 plus 3 is 81. ANSWER: 81,21,23,23,20,130_cot.npy,True,,False
131,direct,G1,False,14,36,Small,D," 14

",14,4,4,4,3,131_direct.npy,True,,False
131,cot,G4,True,36,36,Small,D," 9 times 4 is 36. ANSWER: 36

Question:", 9 times 4 is 36. ANSWER: 36,17,19,19,16,131_cot.npy,True,,False
132,direct,G1,False,45,39,Small,A," 45

",45,4,4,4,3,132_direct.npy,True,,False
132,cot,G4,True,39,39,Small,A," 5 times 6 is 30. Then add 9 to get 39. ANSWER: 39

Question:", 5 times 6 is 30. Then add 9 to get 39. ANSWER: 39,27,29,29,26,132_cot.npy,True,,False
133,direct,G2,True,40,40,Small,B," 40

",40,4,4,4,3,133_direct.npy,True,,False
133,cot,G4,True,40,40,Small,B," 9 times 5 is 45. Then subtract 5 from 45 is 40. ANSWER: 40

Question:", 9 times 5 is 45. Then subtract 5 from 45 is 40. ANSWER: 40,30,32,32,29,133_cot.npy,True,,False
134,direct,G1,False,42,72,Small,C," 42

",42,4,4,4,3,134_direct.npy,True,,False
134,cot,G4,True,72,72,Small,C," 9 multiplied by (3 plus 5) is 9 multiplied by 8, which is 72. ANSWER: 72

Question:"," 9 multiplied by (3 plus 5) is 9 multiplied by 8, which is 72. ANSWER: 72",31,33,33,30,134_cot.npy,True,,False
135,direct,G1,False,-1,-8,Small,D," -1

",-1,3,3,3,2,135_direct.npy,True,,False
135,cot,G3,False,32,-8,Small,D," 4 multiplied by (5 minus 7) is 4 multiplied by 8, which is 32. ANSWER: 32

Question:"," 4 multiplied by (5 minus 7) is 4 multiplied by 8, which is 32. ANSWER: 32",31,33,33,30,135_cot.npy,True,,False
136,direct,G2,True,22,22,Small,A," 22

",22,4,4,4,3,136_direct.npy,True,,False
136,cot,G4,True,22,22,Small,A," 4 multiplied by 5 is 20. Then add 2. ANSWER: 22

Question:", 4 multiplied by 5 is 20. Then add 2. ANSWER: 22,23,25,25,22,136_cot.npy,True,,False
137,direct,G1,False,56,58,Small,B," 56

",56,4,4,4,3,137_direct.npy,True,,False
137,cot,G4,True,58,58,Small,B," 8 times 8 is 64. Subtract 6 from 64 is 58. ANSWER: 58

Question:", 8 times 8 is 64. Subtract 6 from 64 is 58. ANSWER: 58,29,31,31,28,137_cot.npy,True,,False
138,direct,G1,False,65,75,Small,C," 65

",65,4,4,4,3,138_direct.npy,True,,False
138,cot,G4,True,75,75,Small,C," 5 times (8 plus 7) is 5 times 15, which is 75. ANSWER: 75

Question:"," 5 times (8 plus 7) is 5 times 15, which is 75. ANSWER: 75",30,32,32,29,138_cot.npy,True,,False
139,direct,G1,False,-1,-8,Small,D," -1

",-1,3,3,3,2,139_direct.npy,True,,False
139,cot,G3,False,72,-8,Small,D," 8 times (8 minus 9) is 8 times 9, which is 72. ANSWER: 72

Question:"," 8 times (8 minus 9) is 8 times 9, which is 72. ANSWER: 72",29,31,31,28,139_cot.npy,True,,False
140,direct,G1,False,54,49,Small,A," 54

",54,4,4,4,3,140_direct.npy,True,,False
140,cot,G4,True,49,49,Small,A," 5 times 9 is 45. Then add 4 to get 49. ANSWER: 49

Question:", 5 times 9 is 45. Then add 4 to get 49. ANSWER: 49,27,29,29,26,140_cot.npy,True,,False
141,direct,G1,False,48,40,Small,B," 48

",48,4,4,4,3,141_direct.npy,True,,False
141,cot,G4,True,40,40,Small,B," 6 multiplied by 8 is 48. Then subtract 8 from 48 is 40. ANSWER: 40

Question:", 6 multiplied by 8 is 48. Then subtract 8 from 48 is 40. ANSWER: 40,31,33,33,30,141_cot.npy,True,,False
142,direct,G1,False,32,28,Small,C," 32

",32,4,4,4,3,142_direct.npy,True,,False
142,cot,G3,False,20,28,Small,C," 2 times (8 plus 6) is 20. ANSWER: 20

Question:", 2 times (8 plus 6) is 20. ANSWER: 20,21,23,23,20,142_cot.npy,True,,False
143,direct,G2,True,-32,-32,Small,D," -32

",-32,4,4,4,3,143_direct.npy,True,,False
143,cot,G4,True,-32,-32,Small,D," 8 multiplied by (4 minus 8) is 8 multiplied by -4. ANSWER: -32

Question:", 8 multiplied by (4 minus 8) is 8 multiplied by -4. ANSWER: -32,25,27,27,24,143_cot.npy,True,,False
144,direct,G2,True,15,15,Small,A," 15

",15,4,4,4,3,144_direct.npy,True,,False
144,cot,G3,False,8,15,Small,A," 4 times 2 is 8. Then add 7. ANSWER: 8 + 7 = 15

Question:", 4 times 2 is 8. Then add 7. ANSWER: 8,19,29,29,18,144_cot.npy,True,,False
145,direct,G1,False,1,-1,Small,B," 1

",1,3,3,3,2,145_direct.npy,True,,False
145,cot,G3,False,1,-1,Small,B," 2 times 3 is 6. Subtracting 7 from 6 gives 1. ANSWER: 1

Question:", 2 times 3 is 6. Subtracting 7 from 6 gives 1. ANSWER: 1,26,28,28,25,145_cot.npy,True,,False
146,direct,G1,False,54,48,Small,C," 54

",54,4,4,4,3,146_direct.npy,True,,False
146,cot,G4,True,48,48,Small,C," 4 multiplied by (9 plus 3) is 4 multiplied by 12, which is 48. ANSWER: 48

Question:"," 4 multiplied by (9 plus 3) is 4 multiplied by 12, which is 48. ANSWER: 48",32,34,34,31,146_cot.npy,True,,False
147,direct,G2,True,-2,-2,Small,D," -2

",-2,3,3,3,2,147_direct.npy,True,,False
147,cot,G3,False,18,-2,Small,D," 2 times (6 minus 7) is 2 times 9, which is 18. ANSWER: 18

Question:"," 2 times (6 minus 7) is 2 times 9, which is 18. ANSWER: 18",29,31,31,28,147_cot.npy,True,,False
148,direct,G1,False,48,43,Small,A," 48

",48,4,4,4,3,148_direct.npy,True,,False
148,cot,G4,True,43,43,Small,A," 7 times 5 is 35. Then add 8 to get 43. ANSWER: 43

Question:", 7 times 5 is 35. Then add 8 to get 43. ANSWER: 43,27,29,29,26,148_cot.npy,True,,False
149,direct,G1,False,49,42,Small,B," 49 - 7 = 42

",49,3,11,11,2,149_direct.npy,True,,False
149,cot,G4,True,42,42,Small,B," 7 times 7 is 49. Subtracting 7 from 49 gives 42. ANSWER: 42

Question:", 7 times 7 is 49. Subtracting 7 from 49 gives 42. ANSWER: 42,30,32,32,29,149_cot.npy,True,,False
150,direct,G1,False,74,78,Small,C," 74

",74,4,4,4,3,150_direct.npy,True,,False
150,cot,G4,True,78,78,Small,C," 6 multiplied by (8 plus 5) is 6 multiplied by 13, which is 78. ANSWER: 78

Question:"," 6 multiplied by (8 plus 5) is 6 multiplied by 13, which is 78. ANSWER: 78",32,34,34,31,150_cot.npy,True,,False
151,direct,G2,True,24,24,Small,D," 24

",24,4,4,4,3,151_direct.npy,True,,False
151,cot,G4,True,24,24,Small,D," 3 times (9 minus 1) is 24. ANSWER: 24

Question:", 3 times (9 minus 1) is 24. ANSWER: 24,21,23,23,20,151_cot.npy,True,,False
152,direct,G1,False,20,18,Small,A," 20

",20,4,4,4,3,152_direct.npy,True,,False
152,cot,G4,True,18,18,Small,A," 2 times 7 is 14. Then add 4 to get 18. ANSWER: 18

Question:", 2 times 7 is 14. Then add 4 to get 18. ANSWER: 18,27,29,29,26,152_cot.npy,True,,False
153,direct,G2,True,5,5,Small,B," 5

",5,3,3,3,2,153_direct.npy,True,,False
153,cot,G4,True,5,5,Small,B," 3 times 2 is 6. Subtracting 1 from 6 gives 5. ANSWER: 5

Question:", 3 times 2 is 6. Subtracting 1 from 6 gives 5. ANSWER: 5,26,28,28,25,153_cot.npy,True,,False
154,direct,G2,True,30,30,Small,C," 30

",30,4,4,4,3,154_direct.npy,True,,False
154,cot,G4,True,30,30,Small,C," 5 times (5 plus 1) is 30. ANSWER: 30

Question:", 5 times (5 plus 1) is 30. ANSWER: 30,21,23,23,20,154_cot.npy,True,,False
155,direct,G1,False,7,8,Small,D," 7

",7,3,3,3,2,155_direct.npy,True,,False
155,cot,G4,True,8,8,Small,D," 4 multiplied by (5 minus 3) is 4 multiplied by 2, which is 8. ANSWER: 8

Question:"," 4 multiplied by (5 minus 3) is 4 multiplied by 2, which is 8. ANSWER: 8",29,31,31,28,155_cot.npy,True,,False
156,direct,G1,False,32,31,Small,A," 32

",32,4,4,4,3,156_direct.npy,True,,False
156,cot,G3,False,27,31,Small,A," 9 times 3 is 27. Then add 4. ANSWER: 27 + 4 = 31

Question:", 9 times 3 is 27. Then add 4. ANSWER: 27,21,31,31,20,156_cot.npy,True,,False
157,direct,G1,False,54,48,Small,B," 54

",54,4,4,4,3,157_direct.npy,True,,False
157,cot,G4,True,48,48,Small,B," 9 times 6 is 54. Subtract 6 from 54 is 48. ANSWER: 48

Question:", 9 times 6 is 54. Subtract 6 from 54 is 48. ANSWER: 48,29,31,31,28,157_cot.npy,True,,False
158,direct,G2,True,24,24,Small,C," 24

",24,4,4,4,3,158_direct.npy,True,,False
158,cot,G4,True,24,24,Small,C," 4 multiplied by (3 plus 3) is 4 multiplied by 6, which is 24. ANSWER: 24

Question:"," 4 multiplied by (3 plus 3) is 4 multiplied by 6, which is 24. ANSWER: 24",31,33,33,30,158_cot.npy,True,,False
159,direct,G1,False,9,12,Small,D," 9

",9,3,3,3,2,159_direct.npy,True,,False
159,cot,G3,False,18,12,Small,D," 6 multiplied by (3 minus 1) is 18. ANSWER: 18

Question:", 6 multiplied by (3 minus 1) is 18. ANSWER: 18,22,24,24,21,159_cot.npy,True,,False
160,direct,G1,False,420,441,Medium,A," 420

",420,5,5,5,4,160_direct.npy,True,,False
160,cot,G4,True,441,441,Medium,A," 29 times 14 is 406. Add 35 to 406 to get 441. ANSWER: 441

Question:", 29 times 14 is 406. Add 35 to 406 to get 441. ANSWER: 441,37,39,39,36,160_cot.npy,True,,False
161,direct,G1,False,10,41,Medium,B," 10

",10,4,4,4,3,161_direct.npy,True,,False
161,cot,G4,True,41,41,Medium,B," 22 multiplied by 4 is 88. Subtract 47 from 88 is 41. ANSWER: 41

Question:", 22 multiplied by 4 is 88. Subtract 47 from 88 is 41. ANSWER: 41,32,34,34,31,161_cot.npy,True,,False
162,direct,G1,False,1400,850,Medium,C," 1400

",1400,6,6,6,5,162_direct.npy,True,,False
162,cot,G3,False,150,850,Medium,C," 25 multiplied by 5 plus 29 is 150. ANSWER: 150

Question:", 25 multiplied by 5 plus 29 is 150. ANSWER: 150,25,27,27,24,162_cot.npy,True,,False
163,direct,G1,False,24,-1968,Medium,D," 24

",24,4,4,4,3,163_direct.npy,True,,False
163,cot,G3,False,20,-1968,Medium,D," 48 multiplied by 5 minus 46 is 20. ANSWER: 20

Question:", 48 multiplied by 5 minus 46 is 20. ANSWER: 20,23,25,25,22,163_cot.npy,True,,False
164,direct,G1,False,184,200,Medium,A," 184

",184,5,5,5,4,164_direct.npy,True,,False
164,cot,G3,False,190,200,Medium,A," 12 times 13 is 156. Add 44 to 156 is 190. ANSWER: 190

Question:", 12 times 13 is 156. Add 44 to 156 is 190. ANSWER: 190,36,38,38,35,164_cot.npy,True,,False
165,direct,G1,False,46,467,Medium,B," 46

",46,4,4,4,3,165_direct.npy,True,,False
165,cot,G4,True,467,467,Medium,B," 37 times 13 is 481. Subtract 14 from 481 is 467. ANSWER: 467

Question:", 37 times 13 is 481. Subtract 14 from 481 is 467. ANSWER: 467,36,38,38,35,165_cot.npy,True,,False
166,direct,G1,False,636,924,Medium,C," 636

",636,5,5,5,4,166_direct.npy,True,,False
166,cot,G3,False,540,924,Medium,C," 42 multiplied by 12 plus 10 is 540. ANSWER: 540

Question:", 42 multiplied by 12 plus 10 is 540. ANSWER: 540,26,28,28,25,166_cot.npy,True,,False
167,direct,G1,False,100,-962,Medium,D," 100

",100,5,5,5,4,167_direct.npy,True,,False
167,cot,G4,True,-962,-962,Medium,D," 37 multiplied by (13 minus 39) is 37 multiplied by -26. ANSWER: -962

Question:", 37 multiplied by (13 minus 39) is 37 multiplied by -26. ANSWER: -962,31,33,33,30,167_cot.npy,True,,False
168,direct,G1,False,303,306,Medium,A," 303

",303,5,5,5,4,168_direct.npy,True,,False
168,cot,G4,True,306,306,Medium,A," 19 times 15 is 285. Then add 21 to get 306. ANSWER: 306

Question:", 19 times 15 is 285. Then add 21 to get 306. ANSWER: 306,33,35,35,32,168_cot.npy,True,,False
169,direct,G1,False,430,381,Medium,B," 430 - 49 = 381

",430,4,14,14,3,169_direct.npy,True,,False
169,cot,G4,True,381,381,Medium,B," 43 multiplied by 10 is 430. Subtract 49 from 430 is 381. ANSWER: 381

Question:", 43 multiplied by 10 is 430. Subtract 49 from 430 is 381. ANSWER: 381,37,39,39,36,169_cot.npy,True,,False
170,direct,G1,False,1000,2464,Medium,C," 1000

",1000,6,6,6,5,170_direct.npy,True,,False
